8.24427,8.2998,8.51332
8.25137,8.3001,8.50977
8.25811,8.30046,8.50834
8.26528,8.30074,8.50877
8.2727,8.30101,8.50953
8.27992,8.30141,8.51041
8.28767,8.30159,8.50779
8.29478,8.30167,8.50688
8.30265,8.30196,8.50668
8.31148,8.30205,8.50703
8.31958,8.30218,8.50622
8.32716,8.30227,8.50633
8.33485,8.30244,8.50663
8.34241,8.30262,8.50603
8.34998,8.30249,8.50479
8.35755,8.30263,8.50596
8.36483,8.30257,8.5097
8.37247,8.30246,8.51127
8.37841,8.3026,8.51305
8.38213,8.30272,8.51313
8.38928,8.30282,8.51436
8.39544,8.30329,8.51533
8.3957,8.30372,8.51549
8.39088,8.30412,8.51649
8.38515,8.30421,8.51704
8.37902,8.30462,8.51793
8.37213,8.30507,8.52004
8.36648,8.30549,8.52957
8.36052,8.30578,8.5384
8.35409,8.30609,8.55091
8.3471,8.30639,8.56627
8.3403,8.30651,8.58057
8.33226,8.30662,8.59663
8.32466,8.30694,8.61464
8.31726,8.30735,8.63345
8.30989,8.30766,8.65315
8.30268,8.30764,8.67276
8.29537,8.30781,8.69233
8.28788,8.30762,8.71062
8.2805,8.30775,8.7303
8.27374,8.30805,8.74899
8.26708,8.30817,8.76864
8.26004,8.30865,8.7882
8.2529,8.30871,8.80711
8.24649,8.30902,8.82628
8.23957,8.30935,8.84447
8.23507,8.30974,8.86447
8.23,8.30988,8.88338
8.22407,8.31002,8.90231
8.22143,8.31013,8.92104
8.22156,8.3102,8.93965
8.2239,8.31032,8.95967
8.22822,8.31051,8.97985
8.23499,8.31051,8.99935
8.24289,8.31072,9.01964
8.25045,8.31063,9.03407
8.25819,8.31061,9.03877
8.26597,8.31047,9.0379
8.27398,8.31075,9.04609
8.28151,8.31094,9.04524
8.28837,8.31133,9.04511
8.29496,8.31141,9.04582
8.30181,8.31165,9.04515
8.30885,8.31175,9.0483
8.31603,8.31213,9.04975
8.32367,8.31209,9.04609
8.33088,8.31232,9.04558
8.3371,8.31257,9.04732
8.34408,8.31277,9.04279
8.35149,8.31309,9.04356
8.35903,8.31309,9.04265
8.36632,8.31343,9.04118
8.3741,8.31353,9.04111
8.38173,8.31358,9.04159
8.38977,8.31374,9.04048
8.39823,8.31379,9.04161
8.40594,8.31394,9.04093
8.41252,8.31397,9.04254
8.42004,8.31428,9.04249
8.42363,8.31443,9.04164
8.42404,8.31464,9.04201
8.42715,8.31496,9.04227
8.43311,8.31521,9.04367
8.43746,8.31532,9.04523
8.44129,8.31571,9.04695
8.44431,8.31596,9.04501
8.44518,8.31611,9.04569
8.44113,8.3165,9.04822
8.434,8.31665,9.04742
8.42643,8.31653,9.04953
8.41918,8.31693,9.0516
8.41254,8.31718,9.05021
8.40547,8.31727,9.05266
8.39822,8.31745,9.05332
8.39073,8.31725,9.0531
8.38369,8.31691,9.05628
8.37691,8.31689,9.05631
8.36998,8.31687,9.05867
8.36294,8.31657,9.05638
8.35578,8.31639,9.05806
8.34844,8.31636,9.05502
8.34116,8.31627,9.03307
8.33421,8.31609,9.01475
8.32768,8.31578,9.00102
8.32148,8.31574,8.97999
8.31604,8.31577,8.95809
8.31479,8.31582,8.93696
8.3155,8.31592,8.91671
8.31925,8.3161,8.89362
8.31806,8.31629,8.87065
8.31783,8.31614,8.84716
8.31707,8.3162,8.82426
8.31965,8.31626,8.80272
8.32599,8.3162,8.77964
8.33138,8.31591,8.75482
8.33463,8.31582,8.73012
8.33318,8.31566,8.70704
8.33264,8.31551,8.68377
8.33095,8.31528,8.65796
8.32652,8.31519,8.6337
8.3235,8.3149,8.60943
