121.7958333,25.125
121.7960813,25.12522523
121.7963294,25.12545045
121.7965774,25.12567568
121.7968254,25.1259009
121.7970734,25.12612613
121.7973214,25.12635135
121.7975694,25.12657658
121.7978175,25.1268018
121.7980655,25.12702703
121.7983135,25.12725225
121.7985615,25.12747748
121.7988095,25.1277027
121.7990575,25.12792793
121.7993056,25.12815315
121.7995536,25.12837838
121.7998016,25.1286036
121.8000496,25.12882883
121.8002976,25.12905405
121.8005456,25.12927928
121.8007937,25.1295045
121.8010417,25.12972973
121.8012897,25.12995495
121.8015377,25.13018018
121.8017857,25.13040541
121.8020337,25.13063063
121.8022817,25.13085586
121.8025298,25.13108108
121.8027778,25.13130631
121.8030258,25.13153153
121.8032738,25.13175676
121.8035218,25.13198198
121.8037698,25.13220721
121.8040179,25.13243243
121.8042659,25.13265766
121.8045139,25.13288288
121.8047619,25.13310811
121.8050099,25.13333333
121.8052579,25.13355856
121.805506,25.13378378
121.805754,25.13400901
121.806002,25.13423423
121.80625,25.13445946
121.806498,25.13468468
121.806746,25.13490991
121.806994,25.13513514
121.8072421,25.13536036
121.8074901,25.13558559
121.8077381,25.13581081
121.8079861,25.13603604
121.8082341,25.13626126
121.8084821,25.13648649
121.8087302,25.13671171
121.8089782,25.13693694
121.8092262,25.13716216
121.8094742,25.13738739
121.8097222,25.13761261
121.8099702,25.13783784
121.8102183,25.13806306
121.8104663,25.13828829
121.8107143,25.13851351
121.8109623,25.13873874
121.8112103,25.13896396
121.8114583,25.13918919
121.8117063,25.13941441
121.8119544,25.13963964
121.8122024,25.13986486
121.8124504,25.14009009
121.8126984,25.14031532
121.8129464,25.14054054
121.8131944,25.14076577
121.8134425,25.14099099
121.8136905,25.14121622
121.8139385,25.14144144
121.8141865,25.14166667
121.8144345,25.14189189
121.8146825,25.14211712
121.8149306,25.14234234
121.8151786,25.14256757
121.8154266,25.14279279
121.8156746,25.14301802
121.8159226,25.14324324
121.8161706,25.14346847
121.8164187,25.14369369
121.8166667,25.14391892
121.8169147,25.14414414
121.8171627,25.14436937
121.8174107,25.14459459
121.8176587,25.14481982
121.8179067,25.14504505
121.8181548,25.14527027
121.8184028,25.1454955
121.8186508,25.14572072
121.8188988,25.14594595
121.8191468,25.14617117
121.8193948,25.1463964
121.8196429,25.14662162
121.8198909,25.14684685
121.8201389,25.14707207
121.8203869,25.1472973
121.8206349,25.14752252
121.8208829,25.14774775
121.821131,25.14797297
121.821379,25.1481982
121.821627,25.14842342
121.821875,25.14864865
121.822123,25.14887387
121.822371,25.1490991
121.822619,25.14932432
121.8228671,25.14954955
121.8231151,25.14977477
121.8233631,25.15
121.8236111,25.15022523
121.8238591,25.15045045
121.8241071,25.15067568
121.8243552,25.1509009
121.8246032,25.15112613
121.8248512,25.15135135
121.8250992,25.15157658
121.8253472,25.1518018
121.8255952,25.15202703
121.8258433,25.15225225
121.8260913,25.15247748
121.8263393,25.1527027
121.8265873,25.15292793
121.8268353,25.15315315
121.8270833,25.15337838
121.8273313,25.1536036
121.8275794,25.15382883
121.8278274,25.15405405
121.8280754,25.15427928
121.8283234,25.1545045
121.8285714,25.15472973
121.8288194,25.15495495
121.8290675,25.15518018
121.8293155,25.15540541
121.8295635,25.15563063
121.8298115,25.15585586
121.8300595,25.15608108
121.8303075,25.15630631
121.8305556,25.15653153
121.8308036,25.15675676
121.8310516,25.15698198
121.8312996,25.15720721
121.8315476,25.15743243
121.8317956,25.15765766
121.8320437,25.15788288
121.8322917,25.15810811
121.8325397,25.15833333
121.8327877,25.15855856
121.8330357,25.15878378
121.8332837,25.15900901
121.8335317,25.15923423
121.8337798,25.15945946
121.8340278,25.15968468
121.8342758,25.15990991
121.8345238,25.16013514
121.8347718,25.16036036
121.8350198,25.16058559
121.8352679,25.16081081
121.8355159,25.16103604
121.8357639,25.16126126
121.8360119,25.16148649
121.8362599,25.16171171
121.8365079,25.16193694
121.836756,25.16216216
121.837004,25.16238739
121.837252,25.16261261
121.8375,25.16283784
,25.16306306
,25.16328829
,25.16351351
,25.16373874
,25.16396396
,25.16418919
,25.16441441
,25.16463964
,25.16486486
,25.16509009
,25.16531532
,25.16554054
,25.16576577
,25.16599099
,25.16621622
,25.16644144
,25.16666667
