48.3318,48.96194,48.97838
48.32894,48.96156,48.98315
48.32733,48.96093,48.99131
48.32638,48.96056,49.01072
48.32639,48.96008,49.03428
48.32708,48.95977,49.05862
48.3272,48.95929,49.08441
48.32789,48.95958,49.10998
48.32789,48.95905,49.13619
48.32779,48.95859,49.16255
48.32825,48.95849,49.19003
48.32725,48.95837,49.21621
48.32687,48.95806,49.2444
48.32832,48.9577,49.27264
48.33037,48.95777,49.30068
48.33009,48.95788,49.32736
48.32685,48.95812,49.35394
48.3246,48.9581,49.38076
48.32225,48.95803,49.40874
48.31686,48.95776,49.43833
48.31432,48.95752,49.4661
48.30993,48.9574,49.49416
48.30254,48.95689,49.52302
48.29714,48.9563,49.55211
48.29167,48.95634,49.58203
48.28645,48.956,49.61249
48.28208,48.95562,49.63949
48.27527,48.95541,49.65045
48.2719,48.95501,49.65148
48.26896,48.95487,49.6454
48.26819,48.95462,49.64212
48.27117,48.95431,49.63468
48.27239,48.95416,49.63055
48.27374,48.95391,49.63027
48.27567,48.95351,49.63342
48.27728,48.95324,49.63622
48.27966,48.95339,49.63835
48.28389,48.9532,49.63935
48.2864,48.95337,49.63773
48.28934,48.95333,49.63788
48.29424,48.95331,49.63613
48.29886,48.95356,49.63626
48.30398,48.95317,49.63653
48.30826,48.9533,49.63536
48.31238,48.95339,49.63606
48.31755,48.95321,49.63532
48.32418,48.95285,49.63673
48.33034,48.95263,49.63757
48.3339,48.95277,49.64022
48.33893,48.95281,49.64213
48.34564,48.95265,49.64245
48.35208,48.95293,49.64531
48.35828,48.95331,49.648
48.36252,48.95365,49.65123
48.36397,48.95325,49.65353
48.36308,48.95334,49.65675
48.3599,48.95333,49.66726
48.35747,48.95332,49.68062
48.3547,48.95308,49.69644
48.35294,48.95321,49.69335
48.3489,48.95309,49.68203
48.34596,48.95322,49.66901
48.34219,48.95336,49.6549
48.34041,48.95286,49.64359
48.33823,48.9529,49.62954
48.33535,48.95316,49.61325
48.33343,48.95314,49.59749
48.33135,48.95309,49.58314
48.32865,48.95315,49.5668
48.327,48.95313,49.55075
48.3259,48.95294,49.53556
48.32602,48.95272,49.51975
48.32551,48.95254,49.50439
48.32511,48.95284,49.48917
48.32483,48.95276,49.47413
48.32362,48.95272,49.45922
48.3219,48.9526,49.44371
48.32266,48.95253,49.42808
48.32653,48.95268,49.4127
48.3341,48.95235,49.39614
48.34152,48.95208,49.3787
48.34686,48.95191,49.36282
48.35035,48.95179,49.34566
48.35403,48.95176,49.32825
48.35566,48.95172,49.31115
48.35366,48.95157,49.29385
48.35039,48.95156,49.27719
48.34892,48.95144,49.25908
48.34904,48.9516,49.23853
48.34825,48.9517,49.21888
48.34639,48.95183,49.1999
48.34296,48.95178,49.18012
48.34215,48.95176,49.16227
48.34171,48.95162,49.14472
48.34169,48.95161,49.12545
48.34217,48.95177,49.10609
48.3425,48.95201,49.08708
48.34474,48.95221,49.06709
48.34754,48.95207,49.04848
48.3486,48.95204,49.03
48.34889,48.9523,49.01285
48.34868,48.95234,49.00729
48.3495,48.95235,49.0109
48.35278,48.95247,49.01917
48.35746,48.95258,49.02338
48.36165,48.9527,49.02223
48.36639,48.9527,49.01892
48.36877,48.95274,49.01334
48.37537,48.95297,49.01388
48.38135,48.95303,49.0125
48.38708,48.95274,49.0111
48.39317,48.95259,49.00971
48.39787,48.95237,49.00494
48.39921,48.95237,49.00158
48.39745,48.95261,49.00003
48.39264,48.95269,48.9967
48.38907,48.95284,48.99152
48.3826,48.95335,48.98676
48.38018,48.95325,48.98643
48.38239,48.95322,48.98273
48.38601,48.95343,48.97847
